LFC,VE,VE_norm,LFC_norm
8.5015,0.0700846917156473,0.31002583956038293,0.826531035013406
8.5015,0.0700846917156473,0.31002583956038293,0.826531035013406
5.7819,0.11538339078536586,0.511330504815278,0.5582534136443181
5.154,0.0606054135532367,0.2679005035898028,0.4963135995328126
6.8028,0.12589722517600213,0.5580533457802025,0.6589610999421935
1.6693,0.01520132344395009,0.06612748696109763,0.15256193488181224
6.3997,-0.00235102265215407,0.00902153132789357,0.6191969033052324
4.4834,0.11538339078536586,0.511330504815278,0.43016160185296615
8.1527,0.13023964876163618,0.5773508122472998,0.7921233153731876
6.3997,-0.00235102265215407,0.00902153132789357,0.6191969033052324
8.004,0.15608844156667437,0.6922212762942418,0.7774546573728995
6.3997,0.06837520749050985,0.3024289955722106,0.6191969033052324
8.004,0.15608844156667437,0.6922212762942418,0.7774546573728995
8.1527,0.13023964876163618,0.5773508122472998,0.7921233153731876
10.26,0.15835787263813755,0.7023064900319879,1.0
3.0763,0.017123545536228517,0.07466972509990423,0.2913568360681289
3.0901,0.041126896132473195,0.1813391561433009,0.29271815066398615
8.1527,0.13023964876163618,0.5773508122472998,0.7921233153731876
8.1527,0.13023964876163618,0.5773508122472998,0.7921233153731876
8.1527,0.13023964876163618,0.5773508122472998,0.7921233153731876
9.4194,0.12088483315713748,0.5357785803188172,0.9170781848349554
7.344,0.14559588423858796,0.6455929893019956,0.7123483071362479
5.4043,0.06240089214339557,0.2758795013090966,0.5210046896301368
8.004,0.02850989929571925,0.12526998910528594,0.7774546573728995
6.513,0.025376389988632567,0.11134486421007994,0.6303734934291909
3.0763,0.025376389988632567,0.11134486421007994,0.2913568360681289
5.9306,0.05780684100199503,0.25546381727896245,0.5729220716446062
8.6471,0.08657845945021503,0.3833231408247959,0.8408938904595522
6.7305,0.05557231311325023,0.24553371116368117,0.6518289952117239
6.5499,0.068304691099514,0.30211562501685413,0.634013530283331
7.446,0.08339985158329395,0.36919760067093166,0.7224101976273667
9.7903,0.1751850163978003,0.7770852940881802,0.9536659807482496
2.9905,0.022816307829062316,0.0999680147035601,0.28289301053736415
8.7969,0.1199527983471718,0.5316366742756153,0.8556710590435681
4.5176,0.07451018260747133,0.3296924520870715,0.4335352945470472
9.9377,0.16201046263576532,0.7185383779644464,0.9682063989677684
7.9762,0.10517242372138579,0.46595358784069435,0.7747122989841437
9.9377,0.16201046263576532,0.7185383779644464,0.9682063989677684
3.6667,0.12383108771076261,0.5488715564716289,0.3495974257343701
6.9107,0.10445165883727887,0.46275055250629515,0.669605001746034
8.712,0.08168188191893534,0.36156304790663474,0.8472960148994896
8.712,0.0684148864278246,0.3026053263578149,0.8472960148994896
